recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_title
47,4,3467.88,2,1,3,213,Silver
56,10,6568.91,2,4,4,244,Silver
25,8,3812.53,3,4,3,343,Gold
111,6,5681.299999999999,1,2,4,124,Bronze
32,4,2152.6899999999996,3,1,2,312,Gold
111,6,1594.3400000000001,1,2,1,121,Bronze
106,7,3831.16,1,3,3,133,Bronze
46,3,1853.3,2,1,2,212,Silver
24,3,2628.42,3,1,2,312,Gold
83,3,825.2499999999999,2,1,1,211,Bronze
145,4,3021.3300000000004,1,1,3,113,Bronze
70,5,4636.719999999999,2,2,4,224,Silver
108,4,456.6299999999999,1,1,1,111,Bronze
11,5,2283.5499999999997,4,2,2,422,Platinum
208,3,2105.3900000000003,1,1,2,112,Bronze
24,8,3216.4900000000002,3,4,3,343,Gold
6,10,5877.28,4,4,4,444,Platinum
184,6,2222.3700000000003,1,2,2,122,Bronze
303,1,217.51,1,1,1,111,Bronze
53,6,2467.14,2,2,2,222,Silver
40,7,4600.01,3,3,4,334,Gold
25,7,4870.35,3,3,4,334,Gold
98,7,4083.33,1,3,3,133,Bronze
9,7,2746.93,4,3,2,432,Platinum
5,7,3162.3700000000003,4,3,3,433,Platinum
140,1,17.869999999999997,1,1,1,111,Bronze
18,3,1710.62,4,1,1,411,Gold
45,7,1900.9299999999996,2,3,2,232,Silver
14,6,3065.02,4,2,3,423,Platinum
7,6,4622.41,4,2,4,424,Platinum
22,11,6157.03,3,4,4,344,Gold
35,9,5949.92,3,4,4,344,Gold
40,5,2862.41,3,2,3,323,Gold
20,2,1918.88,3,1,2,312,Gold
43,7,6559.26,3,3,4,334,Gold
22,4,4303.86,3,1,4,314,Gold
32,6,3044.7999999999993,3,2,3,323,Gold
117,3,1970.7799999999997,1,1,2,112,Bronze
19,4,974.54,3,1,1,311,Silver
184,3,703.8300000000002,1,1,1,111,Bronze
3,13,6085.99,4,4,4,444,Platinum
57,4,2211.5599999999995,2,1,2,212,Silver
11,5,3128.27,4,2,3,423,Platinum
265,4,2445.3,1,1,2,112,Bronze
35,6,4292.35,3,2,4,324,Gold
150,5,3134.7999999999997,1,2,3,123,Bronze
59,5,2883.9599999999996,2,2,3,223,Silver
1,5,5495.54,4,2,4,424,Platinum
14,2,419.68000000000006,4,1,1,411,Gold
30,3,4540.469999999999,3,1,4,314,Gold
32,4,2907.42,3,1,3,313,Gold
12,7,2385.42,4,3,2,432,Platinum
45,11,5595.44,2,4,4,244,Silver
1,4,4283.02,4,1,4,414,Platinum
101,7,3848.22,1,3,3,133,Bronze
57,5,1715.61,2,2,1,221,Silver
47,5,1144.35,2,2,1,221,Silver
29,9,7496.36,3,4,4,344,Gold
17,10,3154.7799999999997,4,4,3,443,Platinum
71,4,1829.58,2,1,1,211,Bronze
72,4,1232.95,2,1,1,211,Bronze
75,7,3935.08,2,3,3,233,Silver
93,8,4420.450000000001,1,4,4,144,Bronze
45,3,2222.29,2,1,2,212,Silver
79,8,4558.42,2,4,4,244,Silver
14,4,2007.8300000000002,4,1,2,412,Platinum
27,11,6276.37,3,4,4,344,Gold
10,5,2118.0,4,2,2,422,Platinum
78,7,2522.18,2,3,2,232,Silver
93,6,2095.22,1,2,2,122,Bronze
38,4,1955.7800000000002,3,1,2,312,Gold
49,3,788.5,2,1,1,211,Bronze
64,8,5690.45,2,4,4,244,Silver
134,5,3541.7000000000003,1,2,3,123,Bronze
52,5,2912.8100000000004,2,2,3,223,Silver
92,4,2652.07,1,1,2,112,Bronze
38,5,2208.2400000000002,3,2,2,322,Gold
5,7,3498.11,4,3,3,433,Platinum
19,3,1145.04,3,1,1,311,Silver
64,9,4776.43,2,4,4,244,Silver
178,3,3493.49,1,1,3,113,Bronze
67,5,3494.16,2,2,3,223,Silver
50,6,5482.999999999999,2,2,4,224,Silver
42,6,5839.22,3,2,4,324,Gold
37,8,6490.299999999999,3,4,4,344,Gold
60,4,937.82,2,1,1,211,Bronze
91,6,4895.55,1,2,4,124,Bronze
44,8,4631.38,3,4,4,344,Gold
72,5,3854.79,2,2,3,223,Silver
5,6,4017.66,4,2,3,423,Platinum
87,5,3931.13,1,2,3,123,Bronze
53,7,4275.0,2,3,4,234,Silver
171,3,3233.77,1,1,3,113,Bronze
36,8,4582.12,3,4,4,344,Gold
71,8,4240.08,2,4,4,244,Silver
14,7,4657.99,4,3,4,434,Platinum
86,6,2795.79,2,2,2,222,Silver
115,5,4346.569999999999,1,2,4,124,Bronze
5,10,4718.43,4,4,4,444,Platinum
5,8,1943.5099999999998,4,4,2,442,Platinum
17,7,1553.4599999999998,4,3,1,431,Platinum
187,7,2569.94,1,3,2,132,Bronze
112,8,5598.91,1,4,4,144,Bronze
2,7,2609.86,4,3,2,432,Platinum
209,2,1145.41,1,1,1,111,Bronze
98,5,2848.7899999999995,1,2,2,122,Bronze
20,4,3002.51,3,1,3,313,Gold
55,9,5517.12,2,4,4,244,Silver
42,11,6417.95,3,4,4,344,Gold
126,7,6814.219999999999,1,3,4,134,Bronze
7,10,3007.93,4,4,3,443,Platinum
76,2,2659.5699999999997,2,1,2,212,Silver
30,8,4919.549999999999,3,4,4,344,Gold
9,7,3235.9900000000002,4,3,3,433,Platinum
16,7,3800.0299999999997,4,3,3,433,Platinum
10,5,4136.08,4,2,3,423,Platinum
27,5,2159.3100000000004,3,2,2,322,Gold
84,4,1764.47,2,1,1,211,Bronze
41,4,2023.9499999999998,3,1,2,312,Gold
33,6,4375.2699999999995,3,2,4,324,Gold
173,4,1808.92,1,1,1,111,Bronze
44,6,5174.88,3,2,4,324,Gold
62,10,4794.58,2,4,4,244,Silver
27,3,866.46,3,1,1,311,Silver
7,4,4100.59,4,1,3,413,Platinum
15,9,3696.87,4,4,3,443,Platinum
189,3,798.28,1,1,1,111,Bronze
68,8,5178.56,2,4,4,244,Silver
30,3,407.9600000000001,3,1,1,311,Silver
54,11,11222.65,2,4,4,244,Silver
83,9,4047.2499999999995,2,4,3,243,Silver
31,5,3676.22,3,2,3,323,Gold
67,11,4246.56,2,4,4,244,Silver
11,7,2661.43,4,3,2,432,Platinum
54,3,348.0899999999999,2,1,1,211,Bronze
60,2,1607.27,2,1,1,211,Bronze
32,6,1500.81,3,2,1,321,Gold
119,5,2013.52,1,2,2,122,Bronze
35,5,4384.85,3,2,4,324,Gold
129,4,3870.9599999999996,1,1,3,113,Bronze
25,6,2394.8200000000006,3,2,2,322,Gold
15,8,6148.63,4,4,4,444,Platinum
23,5,5319.91,3,2,4,324,Gold
3,9,7365.4800000000005,4,4,4,444,Platinum
108,9,5504.95,1,4,4,144,Bronze
157,6,4527.9400000000005,1,2,4,124,Bronze
138,7,4142.75,1,3,3,133,Bronze
182,3,2648.85,1,1,2,112,Bronze
36,5,1329.09,3,2,1,321,Gold
0,12,8143.929999999999,4,4,4,444,Platinum
8,5,3638.75,4,2,3,423,Platinum
62,9,6500.299999999999,2,4,4,244,Silver
164,5,2037.0199999999998,1,2,2,122,Bronze
134,7,3303.71,1,3,3,133,Bronze
30,3,3383.62,3,1,3,313,Gold
256,4,1424.8200000000002,1,1,1,111,Bronze
98,5,2515.43,1,2,2,122,Bronze
61,5,1542.4099999999999,2,2,1,221,Silver
48,3,1280.07,2,1,1,211,Bronze
58,3,1311.3899999999999,2,1,1,211,Bronze
100,7,3015.8299999999995,1,3,3,133,Bronze
15,8,2415.1600000000003,4,4,2,442,Platinum
90,5,1142.5399999999997,1,2,1,121,Bronze
44,5,3478.1400000000003,3,2,3,323,Gold
95,5,2643.24,1,2,2,122,Bronze
5,6,2943.88,4,2,3,423,Platinum
27,5,1891.72,3,2,2,322,Gold
113,5,2932.34,1,2,3,123,Bronze
85,6,3337.8700000000003,2,2,3,223,Silver
16,9,3560.1800000000003,4,4,3,443,Platinum
50,5,2561.48,2,2,2,222,Silver
38,8,3092.62,3,4,3,343,Gold
16,6,4760.68,4,2,4,424,Platinum
38,9,6337.4,3,4,4,344,Gold
44,6,3039.4700000000003,3,2,3,323,Gold
24,11,6119.73,3,4,4,344,Gold
17,7,3107.2400000000002,4,3,3,433,Platinum
88,3,1017.75,1,1,1,111,Bronze
1,5,1614.96,4,2,1,421,Platinum
109,4,1082.15,1,1,1,111,Bronze
60,8,3088.92,2,4,3,243,Silver
40,3,854.24,3,1,1,311,Silver
1,6,2772.31,4,2,2,422,Platinum
29,4,1536.9,3,1,1,311,Silver
4,9,8243.81,4,4,4,444,Platinum
12,7,3987.65,4,3,3,433,Platinum
60,5,1757.44,2,2,1,221,Silver
71,4,1652.12,2,1,1,211,Bronze
52,9,4863.469999999999,2,4,4,244,Silver
19,8,7613.2699999999995,3,4,4,344,Gold
19,7,3679.59,3,3,3,333,Gold
235,3,513.5799999999999,1,1,1,111,Bronze
2,9,6879.610000000001,4,4,4,444,Platinum
123,3,1343.6100000000001,1,1,1,111,Bronze
43,3,1323.2199999999998,3,1,1,311,Silver
11,3,1879.3200000000002,4,1,2,412,Platinum
2,5,2115.35,4,2,2,422,Platinum
8,4,977.4100000000001,4,1,1,411,Gold
63,6,2814.8700000000003,2,2,2,222,Silver
16,6,4116.13,4,2,3,423,Platinum
0,3,942.6899999999999,4,1,1,411,Gold
8,5,1252.4600000000003,4,2,1,421,Platinum
104,5,3221.81,1,2,3,123,Bronze
143,4,1036.0500000000002,1,1,1,111,Bronze
41,10,4576.02,3,4,4,344,Gold
221,7,3783.3,1,3,3,133,Bronze
10,3,1101.08,4,1,1,411,Gold
148,4,902.04,1,1,1,111,Bronze
114,2,1655.4199999999998,1,1,1,111,Bronze
73,6,1950.52,2,2,2,222,Silver
40,8,6590.999999999999,3,4,4,344,Gold
142,4,1980.7100000000003,1,1,2,112,Bronze
176,4,353.3500000000002,1,1,1,111,Bronze
27,10,5318.75,3,4,4,344,Gold
49,5,4757.21,2,2,4,224,Silver
7,8,4054.59,4,4,3,443,Platinum
6,6,5280.349999999999,4,2,4,424,Platinum
4,7,1604.2299999999998,4,3,1,431,Platinum
3,4,1513.52,4,1,1,411,Gold
16,10,2833.91,4,4,2,442,Platinum
28,9,7827.409999999999,3,4,4,344,Gold
55,3,999.03,2,1,1,211,Bronze
148,2,836.04,1,1,1,111,Bronze
42,5,2449.81,3,2,2,322,Gold
5,9,5371.57,4,4,4,444,Platinum
59,5,1252.9600000000003,2,2,1,221,Silver
242,2,456.41999999999996,1,1,1,111,Bronze
26,8,4905.530000000001,3,4,4,344,Gold
19,3,2316.34,3,1,2,312,Gold
95,3,2031.17,1,1,2,112,Bronze
46,2,1428.62,2,1,1,211,Bronze
125,3,1264.73,1,1,1,111,Bronze
267,2,2772.0999999999995,1,1,2,112,Bronze
8,3,2316.34,4,1,2,412,Platinum
14,8,6371.150000000001,4,4,4,444,Platinum
6,4,2059.8299999999995,4,1,2,412,Platinum
34,1,327.9799999999999,3,1,1,311,Silver
42,11,5964.05,3,4,4,344,Gold
3,8,3819.81,4,4,3,443,Platinum
12,4,3250.7200000000003,4,1,3,413,Platinum
67,11,5203.18,2,4,4,244,Silver
186,3,3273.01,1,1,3,113,Bronze
28,12,6606.679999999999,3,4,4,344,Gold
56,4,1610.9700000000003,2,1,1,211,Bronze
144,3,3030.83,1,1,3,113,Bronze
79,3,670.1500000000001,2,1,1,211,Bronze
110,5,3775.9,1,2,3,123,Bronze
31,5,1757.1899999999998,3,2,1,321,Gold
7,9,5082.0199999999995,4,4,4,444,Platinum
16,9,8237.49,4,4,4,444,Platinum
19,9,2910.2000000000003,3,4,3,343,Gold
51,3,593.56,2,1,1,211,Bronze
46,6,2995.1800000000003,2,2,3,223,Silver
47,6,6233.3,2,2,4,224,Silver
48,3,803.97,2,1,1,211,Bronze
23,6,3420.58,3,2,3,323,Gold
46,6,4177.84,2,2,4,224,Silver
30,9,10028.8,3,4,4,344,Gold
44,5,4754.2,3,2,4,324,Gold
25,5,2446.21,3,2,2,322,Gold
4,4,2293.1299999999997,4,1,2,412,Platinum
84,5,1542.6800000000003,2,2,1,221,Silver
12,6,1922.1899999999998,4,2,2,422,Platinum
46,4,2295.62,2,1,2,212,Silver
103,6,3307.11,1,2,3,123,Bronze
9,5,3348.4700000000003,4,2,3,423,Platinum
11,5,3277.5799999999995,4,2,3,423,Platinum
2,5,3092.1200000000003,4,2,3,423,Platinum
73,4,1289.3500000000001,2,1,1,211,Bronze
170,5,3450.8300000000004,1,2,3,123,Bronze
73,11,2757.7699999999995,2,4,2,242,Silver
74,3,1075.06,2,1,1,211,Bronze
45,6,3411.6199999999994,2,2,3,223,Silver
3,6,2718.29,4,2,2,422,Platinum
37,6,6153.0,3,2,4,324,Gold
44,11,9061.47,3,4,4,344,Gold
24,2,549.09,3,1,1,311,Silver
77,3,903.66,2,1,1,211,Bronze
14,7,6578.15,4,3,4,434,Platinum
218,3,1888.83,1,1,2,112,Bronze
34,8,4232.85,3,4,4,344,Gold
5,7,6417.0599999999995,4,3,4,434,Platinum
91,3,2617.2200000000003,1,1,2,112,Bronze
8,7,3816.43,4,3,3,433,Platinum
75,6,1112.7300000000002,2,2,1,221,Silver
154,5,799.8499999999999,1,2,1,121,Bronze
29,8,5460.139999999999,3,4,4,344,Gold
41,5,352.22999999999996,3,2,1,321,Gold
22,5,1567.09,3,2,1,321,Gold
172,3,456.18,1,1,1,111,Bronze
30,6,2743.4100000000003,3,2,2,322,Gold
58,7,3495.92,2,3,3,233,Silver
3,5,4721.49,4,2,4,424,Platinum
68,8,3420.13,2,4,3,243,Silver
354,1,133.7800000000002,1,1,1,111,Bronze
6,5,5190.91,4,2,4,424,Platinum
83,3,1182.96,2,1,1,211,Bronze
62,6,1185.7600000000002,2,2,1,221,Silver
25,5,2448.48,3,2,2,322,Gold
87,6,4558.55,1,2,4,124,Bronze
204,5,3207.8700000000003,1,2,3,123,Bronze
13,4,3232.82,4,1,3,413,Platinum
27,9,4895.82,3,4,4,344,Gold
8,10,5878.47,4,4,4,444,Platinum
15,3,1616.56,4,1,1,411,Gold
99,4,3700.7799999999997,1,1,3,113,Bronze
162,4,2500.31,1,1,2,112,Bronze
58,7,4695.9400000000005,2,3,4,234,Silver
51,5,1471.91,2,2,1,221,Silver
11,9,5473.67,4,4,4,444,Platinum
12,4,1636.08,4,1,1,411,Gold
122,6,5278.0199999999995,1,2,4,124,Bronze
112,4,1854.53,1,1,2,112,Bronze
11,12,6755.16,4,4,4,444,Platinum
107,5,2208.89,1,2,2,122,Bronze
115,2,262.52999999999986,1,1,1,111,Bronze
144,2,1747.0800000000002,1,1,1,111,Bronze
95,5,2490.7599999999998,1,2,2,122,Bronze
14,5,3975.17,4,2,3,423,Platinum
23,8,3531.57,3,4,3,343,Gold
16,6,2638.92,4,2,2,422,Platinum
66,3,2115.86,2,1,2,212,Silver
228,3,328.77,1,1,1,111,Bronze
13,10,4664.400000000001,4,4,4,444,Platinum
41,7,3171.39,3,3,3,333,Gold
15,3,1554.3400000000001,4,1,1,411,Gold
17,8,2693.04,4,4,2,442,Platinum
16,4,811.67,4,1,1,411,Gold
16,7,6522.279999999999,4,3,4,434,Platinum
39,3,1410.6,3,1,1,311,Silver
20,6,4117.49,3,2,3,323,Gold
23,6,3710.169999999999,3,2,3,323,Gold
47,8,2497.72,2,4,2,242,Silver
15,4,986.7099999999999,4,1,1,411,Gold
44,7,4509.110000000001,3,3,4,334,Gold
13,4,3121.1699999999996,4,1,3,413,Platinum
115,4,1549.8200000000002,1,1,1,111,Bronze
7,8,5043.07,4,4,4,444,Platinum
9,8,4113.78,4,4,3,443,Platinum
25,6,3953.9999999999995,3,2,3,323,Gold
81,8,4610.6,2,4,4,244,Silver
39,2,63.830000000000005,3,1,1,311,Silver
6,7,5583.33,4,3,4,434,Platinum
113,6,5373.629999999999,1,2,4,124,Bronze
108,4,3119.3199999999997,1,1,3,113,Bronze
10,8,4153.82,4,4,3,443,Platinum
8,9,8357.7,4,4,4,444,Platinum
73,8,4518.27,2,4,4,244,Silver
14,5,1870.13,4,2,2,422,Platinum
175,1,167.20999999999998,1,1,1,111,Bronze
17,4,3022.9999999999995,4,1,3,413,Platinum
0,7,5283.91,4,3,4,434,Platinum
78,4,2443.5699999999997,2,1,2,212,Silver
95,5,1087.18,1,2,1,121,Bronze
25,4,2129.53,3,1,2,312,Gold
116,6,1914.9099999999999,1,2,2,122,Bronze
109,2,135.89999999999995,1,1,1,111,Bronze
20,6,2345.94,3,2,2,322,Gold
24,7,3109.9300000000003,3,3,3,333,Gold
104,3,2127.4300000000003,1,1,2,112,Bronze
60,11,7910.31,2,4,4,244,Silver
35,4,3231.91,3,1,3,313,Gold
326,1,209.84000000000003,1,1,1,111,Bronze
41,9,4947.27,3,4,4,344,Gold
0,3,784.91,4,1,1,411,Gold
14,8,5572.11,4,4,4,444,Platinum
18,8,4772.56,4,4,4,444,Platinum
72,6,3646.67,2,2,3,223,Silver
294,2,1486.38,1,1,1,111,Bronze
49,7,5553.21,2,3,4,234,Silver
14,8,3957.41,4,4,3,443,Platinum
94,9,4839.41,1,4,4,144,Bronze
39,8,4022.79,3,4,3,343,Gold
24,9,6202.900000000001,3,4,4,344,Gold
29,6,5055.73,3,2,4,324,Gold
105,5,4722.62,1,2,4,124,Bronze
86,7,3978.89,2,3,3,233,Silver
62,7,4629.95,2,3,4,234,Silver
12,5,4015.02,4,2,3,423,Platinum
59,3,3533.559999999999,2,1,3,213,Silver
86,9,7544.080000000001,2,4,4,244,Silver
258,2,950.56,1,1,1,111,Bronze
194,2,1319.83,1,1,1,111,Bronze
46,5,2828.37,2,2,2,222,Silver
78,4,2343.0000000000005,2,1,2,212,Silver
30,6,2554.4900000000002,3,2,2,322,Gold
61,3,2041.2,2,1,2,212,Silver
38,7,5850.339999999999,3,3,4,334,Gold
196,2,899.7599999999998,1,1,1,111,Bronze
26,3,1370.8,3,1,1,311,Silver
23,7,3163.3900000000003,3,3,3,333,Gold
8,4,689.7900000000001,4,1,1,411,Gold
45,4,1408.35,2,1,1,211,Bronze
74,7,5213.35,2,3,4,234,Silver
1,6,2066.4899999999993,4,2,2,422,Platinum
83,7,4644.23,2,3,4,234,Silver
46,8,3564.73,2,4,3,243,Silver
283,2,687.5100000000001,1,1,1,111,Bronze
46,13,8835.01,2,4,4,244,Silver
89,6,1548.6499999999999,1,2,1,121,Bronze
12,12,6835.96,4,4,4,444,Platinum
33,7,1661.98,3,3,1,331,Gold
24,7,2509.8,3,3,2,332,Gold
148,5,3758.87,1,2,3,123,Bronze
51,7,3469.6,2,3,3,233,Silver
21,6,3489.33,3,2,3,323,Gold
57,5,2718.28,2,2,2,222,Silver
1,5,3257.52,4,2,3,423,Platinum
13,7,3149.25,4,3,3,433,Platinum
64,6,2561.67,2,2,2,222,Silver
93,5,2770.16,1,2,2,122,Bronze
143,4,1341.6799999999998,1,1,1,111,Bronze
99,3,2440.02,1,1,2,112,Bronze
175,5,3739.81,1,2,3,123,Bronze
1,9,6692.389999999999,4,4,4,444,Platinum
71,6,3166.93,2,2,3,223,Silver
57,6,1700.5500000000002,2,2,1,221,Silver
19,10,5823.709999999999,3,4,4,344,Gold
95,5,1241.68,1,2,1,121,Bronze
61,6,3777.2599999999993,2,2,3,223,Silver
6,7,2017.18,4,3,2,432,Platinum
59,7,5550.619999999999,2,3,4,234,Silver
7,7,6294.38,4,3,4,434,Platinum
125,5,4655.53,1,2,4,124,Bronze
90,4,1600.4099999999999,1,1,1,111,Bronze
94,7,4384.62,1,3,4,134,Bronze
172,5,2769.25,1,2,2,122,Bronze
9,8,3872.2299999999996,4,4,3,443,Platinum
52,7,2125.22,2,3,2,232,Silver
30,6,1458.81,3,2,1,321,Gold
49,3,397.23,2,1,1,211,Bronze
31,10,3823.38,3,4,3,343,Gold
14,6,4595.07,4,2,4,424,Platinum
111,5,2670.13,1,2,2,122,Bronze
13,3,952.8999999999999,4,1,1,411,Gold
75,3,645.99,2,1,1,211,Bronze
85,9,4729.7300000000005,2,4,4,244,Silver
27,5,2543.8900000000003,3,2,2,322,Gold
75,5,2881.21,2,2,3,223,Silver
6,6,2388.19,4,2,2,422,Platinum
19,8,4306.13,3,4,4,344,Gold
97,7,2683.6699999999996,1,3,2,132,Bronze
98,3,2844.83,1,1,2,112,Bronze
4,7,1892.1200000000001,4,3,2,432,Platinum
134,3,1835.26,1,1,2,112,Bronze
88,3,2935.67,1,1,3,113,Bronze
2,6,6234.87,4,2,4,424,Platinum
77,3,444.6500000000001,2,1,1,211,Bronze
168,2,2411.8899999999994,1,1,2,112,Bronze
90,6,2422.7200000000003,1,2,2,122,Bronze
32,5,2629.22,3,2,2,322,Gold
10,3,2466.2799999999997,4,1,2,412,Platinum
171,7,1644.27,1,3,1,131,Bronze
11,6,2998.0299999999997,4,2,3,423,Platinum
98,4,1111.1100000000001,1,1,1,111,Bronze
27,3,1511.3200000000002,3,1,1,311,Silver
56,4,1188.88,2,1,1,211,Bronze
93,4,2016.03,1,1,2,112,Bronze
159,2,255.19,1,1,1,111,Bronze
169,3,2020.68,1,1,2,112,Bronze
6,4,3521.63,4,1,3,413,Platinum
9,5,1936.24,4,2,2,422,Platinum
147,3,827.71,1,1,1,111,Bronze
114,4,2582.78,1,1,2,112,Bronze
15,6,2573.0400000000004,4,2,2,422,Platinum
52,7,2643.87,2,3,2,232,Silver
117,7,6366.75,1,3,4,134,Bronze
129,5,3344.169999999999,1,2,3,123,Bronze
158,5,3865.9700000000003,1,2,3,123,Bronze
38,10,6308.16,3,4,4,344,Gold
28,9,5017.740000000001,3,4,4,344,Gold
17,5,2846.669999999999,4,2,2,422,Platinum
32,8,3034.97,3,4,3,343,Gold
70,9,6845.0599999999995,2,4,4,244,Silver
14,7,2584.69,4,3,2,432,Platinum
75,6,2602.5200000000004,2,2,2,222,Silver
9,8,6871.539999999999,4,4,4,444,Platinum
9,8,5400.88,4,4,4,444,Platinum
15,3,179.83999999999997,4,1,1,411,Gold
10,5,3066.6800000000003,4,2,3,423,Platinum
21,3,1751.7199999999998,3,1,1,311,Silver
31,6,2035.02,3,2,2,322,Gold
66,3,2511.7,2,1,2,212,Silver
42,4,3354.27,3,1,3,313,Gold
104,4,3378.57,1,1,3,113,Bronze
44,7,3193.23,3,3,3,333,Gold
111,9,5168.14,1,4,4,144,Bronze
113,5,3550.04,1,2,3,123,Bronze
189,3,2602.3099999999995,1,1,2,112,Bronze
30,4,3901.96,3,1,3,313,Gold
3,7,4500.3,4,3,4,434,Platinum
5,6,3216.01,4,2,3,423,Platinum
88,4,2250.2999999999997,1,1,2,112,Bronze
110,5,2413.32,1,2,2,122,Bronze
35,4,1349.76,3,1,1,311,Silver
4,9,3849.19,4,4,3,443,Platinum
19,9,4656.84,3,4,4,344,Gold
46,10,6814.58,2,4,4,244,Silver
0,5,4253.5,4,2,4,424,Platinum
57,6,4124.12,2,2,3,223,Silver
19,5,1798.2100000000003,3,2,1,321,Gold
64,3,1138.54,2,1,1,211,Bronze
22,12,2771.48,3,4,2,342,Gold
60,7,2943.7799999999997,2,3,3,233,Silver
31,5,2614.37,3,2,2,322,Gold
132,4,661.94,1,1,1,111,Bronze
50,2,3321.76,2,1,3,213,Silver
125,2,1652.3,1,1,1,111,Bronze
92,6,1886.6000000000001,1,2,2,122,Bronze
31,5,1393.66,3,2,1,321,Gold
46,5,3043.1599999999994,2,2,3,223,Silver
121,4,1922.75,1,1,2,112,Bronze
24,7,2713.3799999999997,3,3,2,332,Gold
2,5,2910.8700000000003,4,2,3,423,Platinum
40,7,6183.309999999999,3,3,4,334,Gold
158,2,1418.21,1,1,1,111,Bronze
48,5,2661.28,2,2,2,222,Silver
38,5,2429.16,3,2,2,322,Gold
156,5,3750.7200000000003,1,2,3,123,Bronze
185,3,1404.96,1,1,1,111,Bronze
46,6,3194.93,2,2,3,223,Silver
69,9,4762.49,2,4,4,244,Silver
203,2,2981.95,1,1,3,113,Bronze
124,2,1211.5700000000002,1,1,1,111,Bronze
11,6,1629.2499999999998,4,2,1,421,Platinum
11,4,2535.47,4,1,2,412,Platinum
4,9,5793.33,4,4,4,444,Platinum
65,6,5802.7699999999995,2,2,4,224,Silver
228,5,3229.859999999999,1,2,3,123,Bronze
34,5,3909.1400000000003,3,2,3,323,Gold
4,13,8379.960000000001,4,4,4,444,Platinum
43,3,1833.49,3,1,1,311,Silver
66,9,6353.12,2,4,4,244,Silver
140,4,2117.44,1,1,2,112,Bronze
54,2,666.31,2,1,1,211,Bronze
193,4,2338.53,1,1,2,112,Bronze
2,5,3330.78,4,2,3,423,Platinum
58,10,5955.54,2,4,4,244,Silver
19,4,1246.69,3,1,1,311,Silver
28,7,5049.14,3,3,4,334,Gold
24,5,5935.45,3,2,4,324,Gold
142,2,2731.3099999999995,1,1,2,112,Bronze
29,11,5684.7300000000005,3,4,4,344,Gold
59,9,3232.7599999999998,2,4,3,243,Silver
46,6,2857.68,2,2,3,223,Silver
92,5,1065.54,1,2,1,121,Bronze
55,7,2410.92,2,3,2,232,Silver
5,5,1367.3799999999999,4,2,1,421,Platinum
164,4,1516.28,1,1,1,111,Bronze
39,6,3575.9,3,2,3,323,Gold
79,6,3084.65,2,2,3,223,Silver
70,3,1775.4799999999998,2,1,1,211,Bronze
119,4,399.2099999999999,1,1,1,111,Bronze
158,4,473.42999999999984,1,1,1,111,Bronze
67,7,3373.78,2,3,3,233,Silver
251,3,1264.3300000000004,1,1,1,111,Bronze
10,7,4781.58,4,3,4,434,Platinum
81,6,2741.29,2,2,2,222,Silver
209,4,1904.31,1,1,2,112,Bronze
16,7,3672.15,4,3,3,433,Platinum
169,3,1750.43,1,1,1,111,Bronze
131,4,1903.52,1,1,2,112,Bronze
4,9,4665.71,4,4,4,444,Platinum
106,6,5502.82,1,2,4,124,Bronze
16,5,1742.1300000000003,4,2,1,421,Platinum
69,6,2308.56,2,2,2,222,Silver
15,6,3082.9000000000005,4,2,3,423,Platinum
25,5,2076.68,3,2,2,322,Gold
84,6,3708.87,2,2,3,223,Silver
3,7,2487.23,4,3,2,432,Platinum
27,4,3618.44,3,1,3,313,Gold
198,5,3132.29,1,2,3,123,Bronze
308,2,1323.12,1,1,1,111,Bronze
160,3,920.72,1,1,1,111,Bronze
68,9,2964.6199999999994,2,4,3,243,Silver
161,7,2859.96,1,3,3,133,Bronze
36,5,2799.4900000000002,3,2,2,322,Gold
15,3,2717.0999999999995,4,1,2,412,Platinum
60,3,2427.07,2,1,2,212,Silver
38,4,2968.25,3,1,3,313,Gold
83,2,2079.57,2,1,2,212,Silver
20,4,3919.57,3,1,3,313,Gold
61,4,614.6199999999998,2,1,1,211,Bronze
106,4,2883.5099999999998,1,1,3,113,Bronze
59,8,5040.88,2,4,4,244,Silver
49,6,3686.7200000000003,2,2,3,223,Silver
10,6,4916.08,4,2,4,424,Platinum
199,5,3738.75,1,2,3,123,Bronze
95,4,3159.09,1,1,3,113,Bronze
53,7,5916.21,2,3,4,234,Silver
169,5,3080.63,1,2,3,123,Bronze
17,3,1429.54,4,1,1,411,Gold
48,5,1831.96,2,2,1,221,Silver
11,8,3035.96,4,4,3,443,Platinum
109,8,4144.86,1,4,3,143,Bronze
3,6,2760.99,4,2,2,422,Platinum
195,5,4020.91,1,2,3,123,Bronze
87,6,2861.63,1,2,3,123,Bronze
25,9,8531.16,3,4,4,344,Gold
12,9,6243.82,4,4,4,444,Platinum
5,4,2330.3900000000003,4,1,2,412,Platinum
20,7,4179.11,3,3,4,334,Gold
48,6,3164.13,2,2,3,223,Silver
143,5,3920.9,1,2,3,123,Bronze
0,4,1248.49,4,1,1,411,Gold
38,3,401.49999999999994,3,1,1,311,Silver
9,4,1702.4299999999998,4,1,1,411,Gold
40,8,4916.639999999999,3,4,4,344,Gold
35,4,3898.4999999999995,3,1,3,313,Gold
104,5,3687.54,1,2,3,123,Bronze
16,5,3590.37,4,2,3,423,Platinum
